ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes
4484,222,33,34,2023-03-20,2023-03-20 06:00:00,2023-03-20 14:00:00,63.09,4.56,9,Minor tooling adjustment required.
4485,147,24,62,2023-11-03,2023-11-03 14:00:00,2023-11-03 22:00:00,70.18,0.08,7,
4486,288,31,41,2023-07-01,2023-07-01 14:00:00,2023-07-01 22:00:00,92.1,0.14,16,Minor tooling adjustment required.
4487,150,19,61,2023-04-03,2023-04-03 14:00:00,2023-04-03 22:00:00,146.07,1.42,65,Material shortage caused brief stoppage.
4488,385,24,29,2024-07-11,2024-07-11 14:00:00,2024-07-11 22:00:00,67.51,0.52,14,
4489,299,31,54,2024-10-16,2024-10-16 22:00:00,2024-10-17 06:00:00,8.98,1.32,5,
4490,351,4,48,2025-08-14,2025-08-14 06:00:00,2025-08-14 14:00:00,108.17,1.72,18,Operator changeover mid-shift.
4491,122,16,69,2025-03-16,2025-03-16 14:00:00,2025-03-16 22:00:00,122.63,3.4,13,
4492,286,22,73,2023-07-27,2023-07-27 06:00:00,2023-07-27 14:00:00,66.07,1.81,14,Quality hold pending inspection.
4493,276,23,41,2024-07-21,2024-07-21 14:00:00,2024-07-21 22:00:00,108.47,2.66,127,
4494,480,21,71,2025-06-29,2025-06-29 06:00:00,2025-06-29 14:00:00,133.36,3.51,10,Quality hold pending inspection.
4495,331,18,65,2025-02-14,2025-02-14 06:00:00,2025-02-14 14:00:00,56.61,0.56,12,
4496,462,30,77,2024-02-24,2024-02-24 14:00:00,2024-02-24 22:00:00,29.66,0.88,7,
4497,454,15,79,2024-12-20,2024-12-20 14:00:00,2024-12-20 22:00:00,85.38,1.64,10,
4498,99,1,43,2025-02-10,2025-02-10 06:00:00,2025-02-10 14:00:00,98.34,2.05,18,
4499,154,19,6,2024-01-06,2024-01-06 22:00:00,2024-01-07 06:00:00,98.06,2.57,9,Material shortage caused brief stoppage.
4500,407,13,34,2024-07-09,2024-07-09 14:00:00,2024-07-09 22:00:00,147.78,11.69,44,Quality hold pending inspection.
4501,417,32,73,2023-12-30,2023-12-30 14:00:00,2023-12-30 22:00:00,103.14,5.47,132,Quality hold pending inspection.
4502,265,28,20,2024-09-25,2024-09-25 22:00:00,2024-09-26 06:00:00,66.81,0.39,4,Material shortage caused brief stoppage.
4503,166,13,10,2024-06-28,2024-06-28 22:00:00,2024-06-29 06:00:00,113.8,1.0,10,Material shortage caused brief stoppage.
4504,18,29,15,2023-06-21,2023-06-21 22:00:00,2023-06-22 06:00:00,12.48,0.03,39,Material shortage caused brief stoppage.
4505,248,16,80,2024-04-03,2024-04-03 06:00:00,2024-04-03 14:00:00,143.77,1.31,19,Minor tooling adjustment required.
4506,302,16,42,2025-05-09,2025-05-09 22:00:00,2025-05-10 06:00:00,106.95,1.23,14,Minor tooling adjustment required.
4507,118,28,63,2025-02-14,2025-02-14 06:00:00,2025-02-14 14:00:00,20.52,0.02,18,Quality hold pending inspection.
4508,167,31,79,2023-07-14,2023-07-14 06:00:00,2023-07-14 14:00:00,57.9,0.76,91,Minor tooling adjustment required.
4509,386,22,48,2025-07-07,2025-07-07 22:00:00,2025-07-08 06:00:00,79.32,0.74,2,Material shortage caused brief stoppage.
4510,295,8,70,2025-09-01,2025-09-01 14:00:00,2025-09-01 22:00:00,116.02,0.43,14,Material shortage caused brief stoppage.
4511,185,26,21,2025-01-16,2025-01-16 22:00:00,2025-01-17 06:00:00,83.15,12.05,4,Minor tooling adjustment required.
4512,291,25,64,2025-09-29,2025-09-29 22:00:00,2025-09-30 06:00:00,36.43,0.38,7,Quality hold pending inspection.
4513,158,7,35,2024-11-22,2024-11-22 22:00:00,2024-11-23 06:00:00,52.29,7.06,19,Operator changeover mid-shift.
4514,450,1,9,2024-02-20,2024-02-20 14:00:00,2024-02-20 22:00:00,58.45,0.07,151,Operator changeover mid-shift.
4515,153,31,27,2024-02-12,2024-02-12 22:00:00,2024-02-13 06:00:00,20.81,0.57,70,Unscheduled machine downtime.
4516,73,1,9,2025-10-03,2025-10-03 22:00:00,2025-10-04 06:00:00,149.45,23.5,2,Minor tooling adjustment required.
4517,107,15,50,2023-07-20,2023-07-20 22:00:00,2023-07-21 06:00:00,105.65,2.67,17,Material shortage caused brief stoppage.
4518,455,19,33,2025-08-27,2025-08-27 14:00:00,2025-08-27 22:00:00,37.67,0.74,14,Unscheduled machine downtime.
4519,27,7,58,2023-04-16,2023-04-16 06:00:00,2023-04-16 14:00:00,120.4,22.96,8,Quality hold pending inspection.
4520,422,30,48,2023-07-13,2023-07-13 14:00:00,2023-07-13 22:00:00,53.92,0.83,1,
4521,452,20,74,2023-02-27,2023-02-27 06:00:00,2023-02-27 14:00:00,77.58,0.14,7,Material shortage caused brief stoppage.
4522,351,21,17,2025-08-30,2025-08-30 06:00:00,2025-08-30 14:00:00,71.43,1.99,10,
4523,207,17,13,2023-05-07,2023-05-07 06:00:00,2023-05-07 14:00:00,108.39,2.79,9,
4524,369,10,37,2023-07-17,2023-07-17 14:00:00,2023-07-17 22:00:00,34.9,0.3,7,
4525,342,17,55,2025-02-24,2025-02-24 14:00:00,2025-02-24 22:00:00,119.28,2.09,9,Unscheduled machine downtime.
4526,451,34,57,2024-03-09,2024-03-09 14:00:00,2024-03-09 22:00:00,70.02,2.0,17,Material shortage caused brief stoppage.
4527,330,28,65,2024-01-07,2024-01-07 14:00:00,2024-01-07 22:00:00,69.86,1.68,13,Unscheduled machine downtime.
4528,464,10,76,2025-08-27,2025-08-27 06:00:00,2025-08-27 14:00:00,30.53,0.14,11,Operator changeover mid-shift.
4529,98,5,15,2023-09-02,2023-09-02 06:00:00,2023-09-02 14:00:00,37.32,0.19,0,
4530,309,34,31,2023-06-24,2023-06-24 22:00:00,2023-06-25 06:00:00,111.45,0.82,7,
4531,392,27,78,2024-02-27,2024-02-27 06:00:00,2024-02-27 14:00:00,92.09,2.55,5,Minor tooling adjustment required.
4532,234,29,1,2025-07-22,2025-07-22 22:00:00,2025-07-23 06:00:00,122.41,2.87,16,Operator changeover mid-shift.
4533,119,26,64,2024-01-29,2024-01-29 14:00:00,2024-01-29 22:00:00,137.6,20.6,7,Unscheduled machine downtime.
4534,285,8,75,2023-09-11,2023-09-11 06:00:00,2023-09-11 14:00:00,117.67,2.14,12,Quality hold pending inspection.
4535,361,10,64,2024-10-28,2024-10-28 14:00:00,2024-10-28 22:00:00,49.13,0.75,143,
4536,430,32,23,2023-10-10,2023-10-10 06:00:00,2023-10-10 14:00:00,123.12,3.21,18,
4537,465,16,3,2025-11-14,2025-11-14 22:00:00,2025-11-15 06:00:00,127.02,6.91,19,Material shortage caused brief stoppage.
4538,264,34,19,2023-06-21,2023-06-21 14:00:00,2023-06-21 22:00:00,102.62,0.47,46,Unscheduled machine downtime.
4539,107,16,68,2023-07-21,2023-07-21 22:00:00,2023-07-22 06:00:00,111.3,11.14,9,
4540,398,26,23,2025-09-27,2025-09-27 22:00:00,2025-09-28 06:00:00,105.55,2.57,207,Minor tooling adjustment required.
4541,321,1,21,2025-04-20,2025-04-20 22:00:00,2025-04-21 06:00:00,52.1,0.79,1,
4542,195,28,58,2024-02-14,2024-02-14 14:00:00,2024-02-14 22:00:00,97.67,2.74,16,
4543,314,10,78,2024-01-05,2024-01-05 22:00:00,2024-01-06 06:00:00,55.03,1.14,14,Operator changeover mid-shift.
4544,65,12,24,2024-09-27,2024-09-27 06:00:00,2024-09-27 14:00:00,52.01,1.27,10,Material shortage caused brief stoppage.
4545,116,30,14,2025-08-29,2025-08-29 22:00:00,2025-08-30 06:00:00,47.97,7.87,17,
4546,164,23,63,2023-01-18,2023-01-18 06:00:00,2023-01-18 14:00:00,50.85,1.08,122,
4547,146,8,71,2025-03-14,2025-03-14 22:00:00,2025-03-15 06:00:00,77.64,2.03,10,
4548,93,19,2,2023-12-07,2023-12-07 14:00:00,2023-12-07 22:00:00,98.27,0.34,122,Unscheduled machine downtime.
4549,264,5,36,2023-05-06,2023-05-06 22:00:00,2023-05-07 06:00:00,139.38,3.4,4,
4550,134,27,76,2025-04-29,2025-04-29 22:00:00,2025-04-30 06:00:00,28.67,0.54,13,
4551,179,33,3,2025-10-02,2025-10-02 06:00:00,2025-10-02 14:00:00,102.44,0.49,10,Material shortage caused brief stoppage.
4552,16,24,24,2023-08-18,2023-08-18 14:00:00,2023-08-18 22:00:00,131.96,2.51,13,Unscheduled machine downtime.
4553,471,18,50,2024-12-14,2024-12-14 14:00:00,2024-12-14 22:00:00,106.69,0.94,5,
4554,207,27,65,2023-05-09,2023-05-09 06:00:00,2023-05-09 14:00:00,7.26,0.04,7,Minor tooling adjustment required.
4555,128,34,2,2024-02-08,2024-02-08 14:00:00,2024-02-08 22:00:00,34.25,0.43,162,Operator changeover mid-shift.
4556,368,1,74,2024-11-20,2024-11-20 06:00:00,2024-11-20 14:00:00,82.17,1.08,0,Unscheduled machine downtime.
4557,384,24,42,2024-05-30,2024-05-30 14:00:00,2024-05-30 22:00:00,130.09,1.23,128,
4558,336,20,63,2025-11-09,2025-11-09 14:00:00,2025-11-09 22:00:00,18.79,0.32,11,
4559,117,1,1,2025-08-04,2025-08-04 22:00:00,2025-08-05 06:00:00,101.6,1.99,196,Quality hold pending inspection.
4560,154,26,74,2023-12-14,2023-12-14 22:00:00,2023-12-15 06:00:00,103.48,1.5,5,
4561,63,1,54,2025-04-21,2025-04-21 14:00:00,2025-04-21 22:00:00,38.19,0.51,17,Minor tooling adjustment required.
4562,480,31,64,2025-06-29,2025-06-29 22:00:00,2025-06-30 06:00:00,31.55,0.48,9,Operator changeover mid-shift.
4563,203,28,10,2023-04-20,2023-04-20 06:00:00,2023-04-20 14:00:00,92.53,0.42,175,Operator changeover mid-shift.
4564,455,24,32,2025-08-21,2025-08-21 06:00:00,2025-08-21 14:00:00,148.83,1.96,15,Quality hold pending inspection.
4565,216,17,11,2023-03-06,2023-03-06 06:00:00,2023-03-06 14:00:00,8.36,0.55,15,Unscheduled machine downtime.
4566,59,12,43,2025-04-06,2025-04-06 06:00:00,2025-04-06 14:00:00,52.21,0.18,8,
4567,32,21,58,2024-11-06,2024-11-06 06:00:00,2024-11-06 14:00:00,137.71,2.91,11,Minor tooling adjustment required.
4568,139,12,9,2024-11-12,2024-11-12 06:00:00,2024-11-12 14:00:00,149.38,22.29,154,Material shortage caused brief stoppage.
4569,258,21,12,2024-11-06,2024-11-06 22:00:00,2024-11-07 06:00:00,137.98,3.04,8,Material shortage caused brief stoppage.
4570,174,21,52,2025-05-10,2025-05-10 22:00:00,2025-05-11 06:00:00,25.56,0.76,15,
4571,177,31,31,2024-11-26,2024-11-26 06:00:00,2024-11-26 14:00:00,77.48,0.8,15,Quality hold pending inspection.
4572,225,8,65,2025-02-01,2025-02-01 06:00:00,2025-02-01 14:00:00,20.1,0.35,11,
4573,331,2,41,2025-02-04,2025-02-04 06:00:00,2025-02-04 14:00:00,69.89,0.02,218,
4574,93,11,18,2023-11-23,2023-11-23 06:00:00,2023-11-23 14:00:00,24.6,0.17,229,
4575,206,17,14,2025-08-07,2025-08-07 22:00:00,2025-08-08 06:00:00,87.46,0.78,10,Quality hold pending inspection.
4576,471,7,37,2025-01-07,2025-01-07 14:00:00,2025-01-07 22:00:00,107.93,2.41,237,Material shortage caused brief stoppage.
4577,353,19,3,2025-02-13,2025-02-13 06:00:00,2025-02-13 14:00:00,61.13,1.64,10,
4578,22,4,17,2024-11-20,2024-11-20 06:00:00,2024-11-20 14:00:00,130.5,3.07,0,Minor tooling adjustment required.
4579,366,27,25,2025-08-29,2025-08-29 22:00:00,2025-08-30 06:00:00,102.89,6.02,4,Unscheduled machine downtime.
4580,163,32,41,2024-09-23,2024-09-23 22:00:00,2024-09-24 06:00:00,36.17,0.65,14,Material shortage caused brief stoppage.
4581,97,12,77,2025-03-20,2025-03-20 14:00:00,2025-03-20 22:00:00,80.12,4.8,9,Unscheduled machine downtime.
4582,466,11,42,2024-07-25,2024-07-25 22:00:00,2024-07-26 06:00:00,50.7,1.29,127,
4583,50,8,51,2024-10-02,2024-10-02 22:00:00,2024-10-03 06:00:00,109.26,1.35,6,Quality hold pending inspection.
4584,367,26,48,2024-11-09,2024-11-09 14:00:00,2024-11-09 22:00:00,62.83,10.79,15,Material shortage caused brief stoppage.
4585,2,34,5,2025-05-27,2025-05-27 22:00:00,2025-05-28 06:00:00,68.3,0.82,181,
4586,465,26,43,2025-11-17,2025-11-17 22:00:00,2025-11-18 06:00:00,131.77,3.66,4,
4587,209,6,71,2024-07-06,2024-07-06 14:00:00,2024-07-06 22:00:00,102.95,0.57,137,Operator changeover mid-shift.
4588,495,21,26,2025-11-23,2025-11-23 06:00:00,2025-11-23 14:00:00,43.0,0.33,12,
4589,486,1,47,2025-08-21,2025-08-21 22:00:00,2025-08-22 06:00:00,54.76,0.36,5,Material shortage caused brief stoppage.
4590,476,16,53,2025-03-16,2025-03-16 06:00:00,2025-03-16 14:00:00,142.23,1.07,6,Unscheduled machine downtime.
4591,215,22,53,2024-07-12,2024-07-12 14:00:00,2024-07-12 22:00:00,98.24,1.11,10,Operator changeover mid-shift.
4592,203,1,21,2023-04-22,2023-04-22 06:00:00,2023-04-22 14:00:00,15.89,0.45,117,Unscheduled machine downtime.
4593,131,7,51,2025-09-28,2025-09-28 06:00:00,2025-09-28 14:00:00,110.42,0.28,16,Quality hold pending inspection.
4594,215,21,16,2024-07-08,2024-07-08 14:00:00,2024-07-08 22:00:00,42.02,1.01,79,Material shortage caused brief stoppage.
4595,373,2,51,2023-06-01,2023-06-01 14:00:00,2023-06-01 22:00:00,69.99,1.78,7,
4596,468,5,5,2025-06-22,2025-06-22 22:00:00,2025-06-23 06:00:00,43.61,0.99,19,Material shortage caused brief stoppage.
4597,280,33,7,2025-08-16,2025-08-16 06:00:00,2025-08-16 14:00:00,81.37,0.22,110,
4598,343,23,39,2025-12-12,2025-12-12 14:00:00,2025-12-12 22:00:00,81.54,0.13,4,Operator changeover mid-shift.
4599,309,28,38,2023-06-18,2023-06-18 06:00:00,2023-06-18 14:00:00,119.2,2.38,6,Quality hold pending inspection.
4600,103,7,24,2024-08-31,2024-08-31 06:00:00,2024-08-31 14:00:00,92.32,2.5,2,Minor tooling adjustment required.
4601,390,24,51,2024-10-07,2024-10-07 22:00:00,2024-10-08 06:00:00,110.12,15.58,18,Operator changeover mid-shift.
4602,83,22,46,2023-11-14,2023-11-14 14:00:00,2023-11-14 22:00:00,59.63,0.39,19,Minor tooling adjustment required.
4603,357,27,36,2024-12-04,2024-12-04 06:00:00,2024-12-04 14:00:00,63.05,10.66,18,Operator changeover mid-shift.
4604,332,31,56,2024-08-31,2024-08-31 06:00:00,2024-08-31 14:00:00,31.02,0.91,6,Unscheduled machine downtime.
4605,373,26,4,2023-06-16,2023-06-16 22:00:00,2023-06-17 06:00:00,125.74,2.56,199,
4606,370,23,16,2024-11-26,2024-11-26 06:00:00,2024-11-26 14:00:00,72.06,2.08,17,
4607,476,34,76,2025-03-07,2025-03-07 22:00:00,2025-03-08 06:00:00,115.64,0.94,12,Quality hold pending inspection.
4608,244,4,74,2023-02-12,2023-02-12 14:00:00,2023-02-12 22:00:00,133.17,1.31,14,Material shortage caused brief stoppage.
4609,35,20,8,2025-11-03,2025-11-03 22:00:00,2025-11-04 06:00:00,109.39,0.75,0,Operator changeover mid-shift.
4610,347,31,25,2024-03-08,2024-03-08 14:00:00,2024-03-08 22:00:00,138.22,1.14,2,Operator changeover mid-shift.
4611,122,3,56,2025-03-20,2025-03-20 06:00:00,2025-03-20 14:00:00,46.41,1.06,19,
4612,329,1,5,2023-07-09,2023-07-09 14:00:00,2023-07-09 22:00:00,97.9,0.13,179,Operator changeover mid-shift.
4613,415,28,65,2023-09-24,2023-09-24 06:00:00,2023-09-24 14:00:00,108.89,1.1,14,
4614,497,17,12,2023-06-08,2023-06-08 06:00:00,2023-06-08 14:00:00,98.45,0.5,46,Minor tooling adjustment required.
4615,331,10,55,2025-02-21,2025-02-21 14:00:00,2025-02-21 22:00:00,61.06,1.24,0,
4616,330,17,8,2024-01-07,2024-01-07 14:00:00,2024-01-07 22:00:00,81.05,11.44,6,Material shortage caused brief stoppage.
4617,22,11,4,2024-11-19,2024-11-19 22:00:00,2024-11-20 06:00:00,71.29,0.81,15,Operator changeover mid-shift.
4618,99,22,8,2025-03-10,2025-03-10 06:00:00,2025-03-10 14:00:00,6.2,0.08,17,Operator changeover mid-shift.
4619,327,11,54,2025-07-18,2025-07-18 22:00:00,2025-07-19 06:00:00,133.19,0.09,13,Material shortage caused brief stoppage.
4620,458,29,11,2023-05-14,2023-05-14 22:00:00,2023-05-15 06:00:00,45.11,0.26,11,
4621,39,34,60,2025-07-25,2025-07-25 06:00:00,2025-07-25 14:00:00,129.6,17.85,14,
4622,398,2,67,2025-09-03,2025-09-03 14:00:00,2025-09-03 22:00:00,122.13,2.32,0,Minor tooling adjustment required.
4623,299,8,43,2024-10-20,2024-10-20 22:00:00,2024-10-21 06:00:00,133.96,2.09,188,Minor tooling adjustment required.
4624,392,33,58,2024-02-28,2024-02-28 14:00:00,2024-02-28 22:00:00,9.81,0.13,5,
4625,483,3,69,2024-01-19,2024-01-19 22:00:00,2024-01-20 06:00:00,147.26,2.17,104,Minor tooling adjustment required.
4626,291,30,11,2025-10-17,2025-10-17 14:00:00,2025-10-17 22:00:00,94.05,2.06,19,Minor tooling adjustment required.
4627,368,23,19,2024-11-18,2024-11-18 14:00:00,2024-11-18 22:00:00,121.1,2.65,65,
4628,386,32,56,2025-07-07,2025-07-07 14:00:00,2025-07-07 22:00:00,95.47,1.19,88,Unscheduled machine downtime.
4629,3,30,36,2023-05-03,2023-05-03 06:00:00,2023-05-03 14:00:00,121.07,2.4,201,Material shortage caused brief stoppage.
4630,312,12,30,2024-01-24,2024-01-24 06:00:00,2024-01-24 14:00:00,24.48,0.51,11,Material shortage caused brief stoppage.
4631,237,4,44,2024-08-05,2024-08-05 22:00:00,2024-08-06 06:00:00,15.67,1.22,8,Quality hold pending inspection.
4632,423,14,23,2023-04-19,2023-04-19 14:00:00,2023-04-19 22:00:00,35.71,0.62,12,
4633,332,3,76,2024-09-08,2024-09-08 14:00:00,2024-09-08 22:00:00,82.63,5.24,168,Quality hold pending inspection.
4634,133,9,53,2024-12-16,2024-12-16 22:00:00,2024-12-17 06:00:00,15.41,0.46,1,
4635,311,1,44,2025-02-12,2025-02-12 22:00:00,2025-02-13 06:00:00,107.45,2.55,228,
4636,493,7,37,2024-02-02,2024-02-02 22:00:00,2024-02-03 06:00:00,97.96,1.9,4,Quality hold pending inspection.
4637,39,22,50,2025-08-08,2025-08-08 14:00:00,2025-08-08 22:00:00,87.24,0.78,9,
4638,167,20,51,2023-07-26,2023-07-26 06:00:00,2023-07-26 14:00:00,28.4,0.52,9,Unscheduled machine downtime.
4639,392,12,51,2024-02-21,2024-02-21 22:00:00,2024-02-22 06:00:00,110.15,0.29,6,Operator changeover mid-shift.
4640,122,30,16,2025-03-10,2025-03-10 14:00:00,2025-03-10 22:00:00,68.91,1.64,2,
4641,120,8,21,2023-08-09,2023-08-09 14:00:00,2023-08-09 22:00:00,69.81,0.59,13,
4642,91,17,21,2024-01-06,2024-01-06 06:00:00,2024-01-06 14:00:00,26.4,0.39,10,Minor tooling adjustment required.
4643,357,28,55,2024-12-23,2024-12-23 06:00:00,2024-12-23 14:00:00,67.32,0.83,19,
4644,24,33,63,2023-01-26,2023-01-26 22:00:00,2023-01-27 06:00:00,136.38,3.25,5,Material shortage caused brief stoppage.
4645,378,20,46,2024-04-04,2024-04-04 22:00:00,2024-04-05 06:00:00,54.89,0.21,12,Minor tooling adjustment required.
4646,51,1,27,2024-12-26,2024-12-26 06:00:00,2024-12-26 14:00:00,71.52,4.39,235,Operator changeover mid-shift.
4647,202,1,62,2025-04-22,2025-04-22 14:00:00,2025-04-22 22:00:00,60.32,0.76,17,Material shortage caused brief stoppage.
4648,63,16,66,2025-05-24,2025-05-24 22:00:00,2025-05-25 06:00:00,32.9,0.76,1,Quality hold pending inspection.
4649,445,8,68,2025-08-13,2025-08-13 06:00:00,2025-08-13 14:00:00,79.45,0.78,1,Quality hold pending inspection.
4650,289,5,10,2024-07-16,2024-07-16 22:00:00,2024-07-17 06:00:00,6.35,0.14,17,
4651,426,23,71,2025-07-29,2025-07-29 14:00:00,2025-07-29 22:00:00,44.54,5.46,17,
4652,39,11,53,2025-07-24,2025-07-24 14:00:00,2025-07-24 22:00:00,129.6,0.51,218,
4653,413,10,37,2025-08-12,2025-08-12 14:00:00,2025-08-12 22:00:00,112.49,0.21,54,
4654,257,25,4,2025-01-28,2025-01-28 06:00:00,2025-01-28 14:00:00,132.31,2.41,17,
4655,423,26,21,2023-05-08,2023-05-08 22:00:00,2023-05-09 06:00:00,48.4,8.8,5,Material shortage caused brief stoppage.
4656,479,35,64,2025-06-28,2025-06-28 22:00:00,2025-06-29 06:00:00,15.38,0.26,9,
4657,157,4,56,2023-09-18,2023-09-18 22:00:00,2023-09-19 06:00:00,38.55,1.06,3,Unscheduled machine downtime.
4658,109,14,27,2025-11-19,2025-11-19 06:00:00,2025-11-19 14:00:00,23.9,0.26,153,
4659,347,15,73,2024-03-14,2024-03-14 06:00:00,2024-03-14 14:00:00,72.79,1.53,37,Minor tooling adjustment required.
4660,263,30,73,2024-06-04,2024-06-04 06:00:00,2024-06-04 14:00:00,140.06,0.03,8,Quality hold pending inspection.
4661,388,20,75,2024-10-25,2024-10-25 14:00:00,2024-10-25 22:00:00,130.58,0.73,11,
4662,390,32,42,2024-10-20,2024-10-20 22:00:00,2024-10-21 06:00:00,58.02,1.71,188,
4663,134,18,33,2025-04-21,2025-04-21 06:00:00,2025-04-21 14:00:00,58.06,0.42,10,Material shortage caused brief stoppage.
4664,396,32,51,2024-06-21,2024-06-21 06:00:00,2024-06-21 14:00:00,131.29,2.21,1,
4665,403,27,61,2023-04-21,2023-04-21 06:00:00,2023-04-21 14:00:00,89.52,1.5,19,Quality hold pending inspection.
4666,469,14,1,2025-10-21,2025-10-21 06:00:00,2025-10-21 14:00:00,40.62,0.73,2,Operator changeover mid-shift.
4667,207,27,24,2023-05-08,2023-05-08 14:00:00,2023-05-08 22:00:00,115.27,0.64,6,
4668,73,30,11,2025-09-22,2025-09-22 06:00:00,2025-09-22 14:00:00,48.06,0.23,100,Operator changeover mid-shift.
4669,155,18,72,2023-06-22,2023-06-22 06:00:00,2023-06-22 14:00:00,37.87,0.51,12,Quality hold pending inspection.
4670,321,23,60,2025-05-07,2025-05-07 06:00:00,2025-05-07 14:00:00,99.4,1.74,4,
4671,22,30,9,2024-11-22,2024-11-22 06:00:00,2024-11-22 14:00:00,46.92,1.29,6,
4672,449,6,58,2025-04-02,2025-04-02 22:00:00,2025-04-03 06:00:00,19.45,0.03,16,Material shortage caused brief stoppage.
4673,52,28,12,2024-05-02,2024-05-02 22:00:00,2024-05-03 06:00:00,31.29,0.02,220,Material shortage caused brief stoppage.
4674,283,6,37,2025-03-16,2025-03-16 06:00:00,2025-03-16 14:00:00,129.11,3.6,125,Operator changeover mid-shift.
4675,416,17,57,2023-10-10,2023-10-10 06:00:00,2023-10-10 14:00:00,91.58,0.52,3,Unscheduled machine downtime.
4676,250,5,40,2024-04-12,2024-04-12 06:00:00,2024-04-12 14:00:00,67.81,1.49,7,Minor tooling adjustment required.
4677,497,31,9,2023-05-19,2023-05-19 06:00:00,2023-05-19 14:00:00,73.46,1.22,6,
4678,21,13,68,2025-02-07,2025-02-07 22:00:00,2025-02-08 06:00:00,84.08,13.11,15,Unscheduled machine downtime.
4679,451,10,70,2024-02-26,2024-02-26 14:00:00,2024-02-26 22:00:00,97.22,0.61,8,
4680,472,22,65,2025-05-25,2025-05-25 14:00:00,2025-05-25 22:00:00,47.36,0.66,16,Unscheduled machine downtime.
4681,414,9,21,2025-01-12,2025-01-12 22:00:00,2025-01-13 06:00:00,61.02,0.82,4,Material shortage caused brief stoppage.
4682,145,33,63,2023-07-27,2023-07-27 22:00:00,2023-07-28 06:00:00,34.61,0.73,14,
4683,371,14,36,2024-01-03,2024-01-03 22:00:00,2024-01-04 06:00:00,98.12,14.55,16,Operator changeover mid-shift.
4684,232,18,65,2023-10-05,2023-10-05 22:00:00,2023-10-06 06:00:00,23.85,0.07,156,Material shortage caused brief stoppage.
4685,357,1,77,2024-12-14,2024-12-14 22:00:00,2024-12-15 06:00:00,36.74,0.1,7,Minor tooling adjustment required.
4686,334,16,50,2023-11-15,2023-11-15 22:00:00,2023-11-16 06:00:00,57.95,4.29,0,Operator changeover mid-shift.
4687,89,2,35,2024-02-06,2024-02-06 14:00:00,2024-02-06 22:00:00,71.19,1.19,7,
4688,232,8,9,2023-10-15,2023-10-15 14:00:00,2023-10-15 22:00:00,87.95,9.86,174,
4689,464,5,49,2025-09-05,2025-09-05 22:00:00,2025-09-06 06:00:00,34.12,4.45,6,
4690,102,33,69,2024-04-17,2024-04-17 14:00:00,2024-04-17 22:00:00,87.14,1.84,16,
4691,421,3,15,2025-08-21,2025-08-21 22:00:00,2025-08-22 06:00:00,15.61,0.14,39,Quality hold pending inspection.
4692,262,25,43,2023-09-23,2023-09-23 14:00:00,2023-09-23 22:00:00,18.54,0.16,15,Quality hold pending inspection.
4693,81,6,21,2025-09-11,2025-09-11 14:00:00,2025-09-11 22:00:00,145.52,0.7,14,
4694,258,16,23,2024-11-07,2024-11-07 06:00:00,2024-11-07 14:00:00,62.47,1.1,5,Material shortage caused brief stoppage.
4695,59,19,73,2025-05-10,2025-05-10 14:00:00,2025-05-10 22:00:00,63.5,4.21,1,Operator changeover mid-shift.
4696,3,14,31,2023-05-03,2023-05-03 22:00:00,2023-05-04 06:00:00,130.73,2.24,13,Material shortage caused brief stoppage.
4697,275,13,51,2024-09-24,2024-09-24 22:00:00,2024-09-25 06:00:00,124.4,2.79,14,
4698,291,35,63,2025-10-31,2025-10-31 06:00:00,2025-10-31 14:00:00,20.53,0.4,13,Quality hold pending inspection.
4699,421,27,58,2025-08-08,2025-08-08 14:00:00,2025-08-08 22:00:00,138.85,3.95,8,
4700,444,17,64,2025-08-30,2025-08-30 22:00:00,2025-08-31 06:00:00,69.63,0.49,88,
4701,75,16,61,2023-01-10,2023-01-10 06:00:00,2023-01-10 14:00:00,89.32,2.21,12,
4702,410,6,15,2023-03-06,2023-03-06 06:00:00,2023-03-06 14:00:00,21.9,0.6,2,Operator changeover mid-shift.
4703,374,31,43,2023-08-29,2023-08-29 14:00:00,2023-08-29 22:00:00,22.71,0.48,3,Material shortage caused brief stoppage.
4704,215,20,6,2024-07-16,2024-07-16 22:00:00,2024-07-17 06:00:00,35.57,0.2,10,Operator changeover mid-shift.
4705,54,12,65,2025-09-19,2025-09-19 06:00:00,2025-09-19 14:00:00,73.0,1.38,17,Minor tooling adjustment required.
4706,295,29,48,2025-09-01,2025-09-01 14:00:00,2025-09-01 22:00:00,128.65,1.46,19,Quality hold pending inspection.
4707,96,23,33,2023-01-30,2023-01-30 22:00:00,2023-01-31 06:00:00,41.27,0.91,10,
4708,238,6,72,2025-03-24,2025-03-24 14:00:00,2025-03-24 22:00:00,52.64,7.96,177,
4709,223,10,77,2024-11-25,2024-11-25 14:00:00,2024-11-25 22:00:00,39.6,4.85,3,Minor tooling adjustment required.
4710,269,7,40,2023-02-26,2023-02-26 06:00:00,2023-02-26 14:00:00,123.65,3.45,2,
4711,375,25,70,2024-12-31,2024-12-31 14:00:00,2024-12-31 22:00:00,90.9,2.15,19,Quality hold pending inspection.
4712,56,6,19,2025-09-28,2025-09-28 14:00:00,2025-09-28 22:00:00,128.48,24.71,6,
