ProductionLogID,ProductionOrderID,MachineID,OperatorID,LogDate,ShiftStartTime,ShiftEndTime,UnitsProduced,UnitsScrapped,DowntimeMinutes,Notes,ProductionDurationHours,DowntimeFlag,MachineUtilizationRate,ScrapRate
3658,456,35,8,2024-10-29,2024-10-29 14:00:00,2024-10-29 22:00:00,46.26,0.95,8,Operator changeover mid-shift.,8.0,0,0.9833,0.0201
3659,129,28,25,2023-08-02,2023-08-02 14:00:00,2023-08-02 22:00:00,15.68,1.48,152,Minor tooling adjustment required.,8.0,1,0.6833,0.0862
3660,342,4,24,2025-02-22,2025-02-22 22:00:00,2025-02-23 06:00:00,86.73,0.89,226,Operator changeover mid-shift.,8.0,1,0.5292,0.0102
3661,263,4,4,2024-05-28,2024-05-28 14:00:00,2024-05-28 22:00:00,84.43,5.73,216,Quality hold pending inspection.,8.0,1,0.55,0.0636
3662,98,22,25,2023-09-15,2023-09-15 22:00:00,2023-09-16 06:00:00,40.1,0.3,142,None,8.0,1,0.7042,0.0074
3663,5,28,12,2023-09-13,2023-09-13 06:00:00,2023-09-13 14:00:00,82.86,1.02,17,None,8.0,0,0.9646,0.0122
3664,424,23,6,2025-01-12,2025-01-12 22:00:00,2025-01-13 06:00:00,127.47,2.45,3,Operator changeover mid-shift.,8.0,0,0.9938,0.0189
3665,159,25,51,2024-09-26,2024-09-26 14:00:00,2024-09-26 22:00:00,93.65,1.33,1,None,8.0,0,0.9979,0.014
3666,100,5,11,2025-10-17,2025-10-17 14:00:00,2025-10-17 22:00:00,16.12,0.01,12,None,8.0,0,0.975,0.0006
3667,246,17,59,2023-02-07,2023-02-07 22:00:00,2023-02-08 06:00:00,70.4,1.96,12,Minor tooling adjustment required.,8.0,0,0.975,0.0271
3668,150,28,13,2023-03-30,2023-03-30 06:00:00,2023-03-30 14:00:00,21.71,0.55,14,Material shortage caused brief stoppage.,8.0,0,0.9708,0.0247
3669,19,35,41,2023-12-29,2023-12-29 14:00:00,2023-12-29 22:00:00,85.62,0.97,11,Material shortage caused brief stoppage.,8.0,0,0.9771,0.0112
3670,223,4,66,2024-12-16,2024-12-16 06:00:00,2024-12-16 14:00:00,135.08,3.18,15,None,8.0,0,0.9688,0.023
3671,497,33,38,2023-06-14,2023-06-14 06:00:00,2023-06-14 14:00:00,116.01,3.26,11,Operator changeover mid-shift.,8.0,0,0.9771,0.0273
3672,427,9,4,2024-09-23,2024-09-23 06:00:00,2024-09-23 14:00:00,68.36,0.45,9,Quality hold pending inspection.,8.0,0,0.9812,0.0065
3673,250,6,43,2024-04-10,2024-04-10 14:00:00,2024-04-10 22:00:00,98.42,0.87,12,Operator changeover mid-shift.,8.0,0,0.975,0.0088
3674,427,15,32,2024-10-01,2024-10-01 22:00:00,2024-10-02 06:00:00,119.19,3.56,17,None,8.0,0,0.9646,0.029
3675,332,26,68,2024-09-06,2024-09-06 14:00:00,2024-09-06 22:00:00,84.32,2.02,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.0234
3676,390,35,30,2024-10-22,2024-10-22 22:00:00,2024-10-23 06:00:00,22.49,0.66,14,Material shortage caused brief stoppage.,8.0,0,0.9708,0.0285
3677,280,14,4,2025-08-16,2025-08-16 14:00:00,2025-08-16 22:00:00,7.14,0.08,5,None,8.0,0,0.9896,0.0111
3678,269,20,43,2023-03-01,2023-03-01 14:00:00,2023-03-01 22:00:00,133.29,0.98,199,None,8.0,1,0.5854,0.0073
3679,356,18,29,2024-02-05,2024-02-05 06:00:00,2024-02-05 14:00:00,84.05,1.29,13,None,8.0,0,0.9729,0.0151
3680,78,24,35,2025-06-29,2025-06-29 22:00:00,2025-06-30 06:00:00,95.71,0.35,2,Minor tooling adjustment required.,8.0,0,0.9958,0.0036
3681,62,3,31,2023-11-17,2023-11-17 22:00:00,2023-11-18 06:00:00,118.33,0.28,1,Unscheduled machine downtime.,8.0,0,0.9979,0.0024
3682,92,29,23,2024-02-22,2024-02-22 14:00:00,2024-02-22 22:00:00,45.58,0.84,7,Minor tooling adjustment required.,8.0,0,0.9854,0.0181
3683,295,29,24,2025-08-29,2025-08-29 14:00:00,2025-08-29 22:00:00,28.24,0.21,3,None,8.0,0,0.9938,0.0074
3684,167,17,24,2023-07-16,2023-07-16 14:00:00,2023-07-16 22:00:00,34.72,0.48,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0136
3685,123,6,27,2024-05-02,2024-05-02 06:00:00,2024-05-02 14:00:00,92.98,0.09,17,None,8.0,0,0.9646,0.001
3686,232,18,18,2023-10-29,2023-10-29 06:00:00,2023-10-29 14:00:00,100.44,5.62,7,None,8.0,0,0.9854,0.053
3687,487,30,73,2023-04-05,2023-04-05 22:00:00,2023-04-06 06:00:00,66.27,1.38,8,Quality hold pending inspection.,8.0,0,0.9833,0.0204
3688,27,18,47,2023-04-27,2023-04-27 22:00:00,2023-04-28 06:00:00,18.29,0.01,13,None,8.0,0,0.9729,0.0005
3689,424,22,74,2025-01-14,2025-01-14 06:00:00,2025-01-14 14:00:00,6.25,1.23,43,Quality hold pending inspection.,8.0,1,0.9104,0.1644
3690,394,35,36,2024-07-20,2024-07-20 22:00:00,2024-07-21 06:00:00,89.28,5.3,1,Unscheduled machine downtime.,8.0,0,0.9979,0.056
3691,161,31,29,2025-07-24,2025-07-24 22:00:00,2025-07-25 06:00:00,106.13,2.39,12,None,8.0,0,0.975,0.022
3692,178,15,2,2023-09-23,2023-09-23 14:00:00,2023-09-23 22:00:00,65.1,0.63,7,None,8.0,0,0.9854,0.0096
3693,327,12,67,2025-07-16,2025-07-16 06:00:00,2025-07-16 14:00:00,125.04,2.34,19,None,8.0,0,0.9604,0.0184
3694,183,12,56,2023-07-26,2023-07-26 14:00:00,2023-07-26 22:00:00,60.41,0.04,15,Quality hold pending inspection.,8.0,0,0.9688,0.0007
3695,410,31,73,2023-03-07,2023-03-07 22:00:00,2023-03-08 06:00:00,7.97,0.17,9,Quality hold pending inspection.,8.0,0,0.9812,0.0209
3696,207,6,18,2023-05-14,2023-05-14 14:00:00,2023-05-14 22:00:00,141.76,4.11,5,Quality hold pending inspection.,8.0,0,0.9896,0.0282
3697,290,33,71,2025-04-28,2025-04-28 06:00:00,2025-04-28 14:00:00,64.07,0.79,114,None,8.0,1,0.7625,0.0122
3698,130,13,45,2023-03-27,2023-03-27 14:00:00,2023-03-27 22:00:00,26.47,0.21,6,Unscheduled machine downtime.,8.0,0,0.9875,0.0079
3699,360,10,10,2025-01-23,2025-01-23 06:00:00,2025-01-23 14:00:00,111.2,8.79,9,None,8.0,0,0.9812,0.0733
3700,319,25,42,2023-04-10,2023-04-10 14:00:00,2023-04-10 22:00:00,16.2,0.22,40,Quality hold pending inspection.,8.0,1,0.9167,0.0134
3701,199,32,69,2023-06-10,2023-06-10 06:00:00,2023-06-10 14:00:00,71.89,1.05,1,None,8.0,0,0.9979,0.0144
3702,483,11,55,2024-01-27,2024-01-27 22:00:00,2024-01-28 06:00:00,94.58,0.4,7,Unscheduled machine downtime.,8.0,0,0.9854,0.0042
3703,43,7,76,2024-08-11,2024-08-11 22:00:00,2024-08-12 06:00:00,38.98,0.3,179,Operator changeover mid-shift.,8.0,1,0.6271,0.0076
3704,171,5,53,2025-05-14,2025-05-14 22:00:00,2025-05-15 06:00:00,14.51,1.85,63,None,8.0,1,0.8688,0.1131
3705,393,13,15,2024-09-06,2024-09-06 06:00:00,2024-09-06 14:00:00,138.02,8.94,4,Material shortage caused brief stoppage.,8.0,0,0.9917,0.0608
3706,359,22,32,2023-06-23,2023-06-23 06:00:00,2023-06-23 14:00:00,84.41,2.18,2,Unscheduled machine downtime.,8.0,0,0.9958,0.0252
3707,156,13,61,2024-06-26,2024-06-26 06:00:00,2024-06-26 14:00:00,14.43,0.27,16,None,8.0,0,0.9667,0.0184
3708,93,12,8,2023-11-24,2023-11-24 22:00:00,2023-11-25 06:00:00,123.52,24.59,1,None,8.0,0,0.9979,0.166
3709,444,4,79,2025-08-26,2025-08-26 06:00:00,2025-08-26 14:00:00,53.49,1.25,1,Minor tooling adjustment required.,8.0,0,0.9979,0.0228
3710,444,19,9,2025-08-26,2025-08-26 14:00:00,2025-08-26 22:00:00,104.86,0.42,6,None,8.0,0,0.9875,0.004
3711,147,22,6,2023-11-28,2023-11-28 22:00:00,2023-11-29 06:00:00,52.05,1.33,15,Quality hold pending inspection.,8.0,0,0.9688,0.0249
3712,379,5,48,2023-12-02,2023-12-02 14:00:00,2023-12-02 22:00:00,127.69,1.4,4,None,8.0,0,0.9917,0.0108
3713,422,23,59,2023-07-13,2023-07-13 14:00:00,2023-07-13 22:00:00,142.29,3.59,5,None,8.0,0,0.9896,0.0246
3714,40,10,65,2025-11-12,2025-11-12 14:00:00,2025-11-12 22:00:00,36.82,0.42,42,Material shortage caused brief stoppage.,8.0,1,0.9125,0.0113
3715,105,30,80,2023-03-31,2023-03-31 22:00:00,2023-04-01 06:00:00,96.14,0.93,15,None,8.0,0,0.9688,0.0096
3716,100,8,9,2025-10-10,2025-10-10 14:00:00,2025-10-10 22:00:00,25.23,0.41,1,Operator changeover mid-shift.,8.0,0,0.9979,0.016
3717,435,28,1,2025-09-10,2025-09-10 22:00:00,2025-09-11 06:00:00,62.26,0.34,19,Quality hold pending inspection.,8.0,0,0.9604,0.0054
3718,415,20,4,2023-09-29,2023-09-29 22:00:00,2023-09-30 06:00:00,88.1,1.36,1,Minor tooling adjustment required.,8.0,0,0.9979,0.0152
3719,57,24,78,2024-04-07,2024-04-07 06:00:00,2024-04-07 14:00:00,84.26,1.25,6,Unscheduled machine downtime.,8.0,0,0.9875,0.0146
3720,459,24,2,2024-11-05,2024-11-05 06:00:00,2024-11-05 14:00:00,142.5,0.67,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0047
3721,268,9,49,2024-10-21,2024-10-21 22:00:00,2024-10-22 06:00:00,78.31,1.93,18,Quality hold pending inspection.,8.0,0,0.9625,0.0241
3722,73,25,72,2025-09-24,2025-09-24 14:00:00,2025-09-24 22:00:00,115.7,1.88,111,None,8.0,1,0.7688,0.016
3723,377,18,59,2024-06-17,2024-06-17 22:00:00,2024-06-18 06:00:00,90.98,0.31,208,Material shortage caused brief stoppage.,8.0,1,0.5667,0.0034
3724,193,29,54,2024-12-12,2024-12-12 14:00:00,2024-12-12 22:00:00,134.75,3.47,9,None,8.0,0,0.9812,0.0251
3725,129,34,36,2023-08-14,2023-08-14 14:00:00,2023-08-14 22:00:00,5.92,0.79,3,None,8.0,0,0.9938,0.1177
3726,108,27,18,2024-08-08,2024-08-08 06:00:00,2024-08-08 14:00:00,14.75,0.31,1,None,8.0,0,0.9979,0.0206
3727,460,1,61,2023-07-23,2023-07-23 14:00:00,2023-07-23 22:00:00,141.69,2.32,188,Material shortage caused brief stoppage.,8.0,1,0.6083,0.0161
3728,137,4,4,2025-09-05,2025-09-05 06:00:00,2025-09-05 14:00:00,126.85,1.81,14,Minor tooling adjustment required.,8.0,0,0.9708,0.0141
3729,48,15,79,2023-08-30,2023-08-30 14:00:00,2023-08-30 22:00:00,25.2,0.37,12,None,8.0,0,0.975,0.0145
3730,78,3,71,2025-06-17,2025-06-17 14:00:00,2025-06-17 22:00:00,54.8,0.45,10,None,8.0,0,0.9792,0.0081
3731,208,26,29,2024-09-09,2024-09-09 14:00:00,2024-09-09 22:00:00,7.14,0.19,203,None,8.0,1,0.5771,0.0259
3732,173,2,40,2025-06-01,2025-06-01 22:00:00,2025-06-02 06:00:00,62.81,5.0,11,Unscheduled machine downtime.,8.0,0,0.9771,0.0737
3733,43,14,16,2024-08-06,2024-08-06 22:00:00,2024-08-07 06:00:00,115.03,11.64,18,None,8.0,0,0.9625,0.0919
3734,126,16,37,2023-03-27,2023-03-27 06:00:00,2023-03-27 14:00:00,42.28,4.05,7,Minor tooling adjustment required.,8.0,0,0.9854,0.0874
3735,19,16,62,2024-01-03,2024-01-03 14:00:00,2024-01-03 22:00:00,121.37,1.06,13,None,8.0,0,0.9729,0.0087
3736,450,10,56,2024-03-09,2024-03-09 06:00:00,2024-03-09 14:00:00,103.16,2.14,17,Quality hold pending inspection.,8.0,0,0.9646,0.0203
3737,373,29,78,2023-06-09,2023-06-09 06:00:00,2023-06-09 14:00:00,62.76,1.1,11,Material shortage caused brief stoppage.,8.0,0,0.9771,0.0172
3738,33,34,23,2024-08-16,2024-08-16 06:00:00,2024-08-16 14:00:00,58.22,1.13,230,Material shortage caused brief stoppage.,8.0,1,0.5208,0.019
3739,274,20,36,2025-04-24,2025-04-24 06:00:00,2025-04-24 14:00:00,115.86,3.17,0,Operator changeover mid-shift.,8.0,0,1.0,0.0266
3740,273,4,35,2024-07-27,2024-07-27 22:00:00,2024-07-28 06:00:00,60.68,10.15,9,None,8.0,0,0.9812,0.1433
3741,42,1,63,2025-08-30,2025-08-30 22:00:00,2025-08-31 06:00:00,146.33,2.67,4,Material shortage caused brief stoppage.,8.0,0,0.9917,0.0179
3742,481,1,53,2023-06-06,2023-06-06 06:00:00,2023-06-06 14:00:00,132.04,2.66,10,Unscheduled machine downtime.,8.0,0,0.9792,0.0197
3743,318,31,73,2024-03-04,2024-03-04 14:00:00,2024-03-04 22:00:00,36.76,0.21,98,Unscheduled machine downtime.,8.0,1,0.7958,0.0057
3744,354,5,28,2024-09-09,2024-09-09 14:00:00,2024-09-09 22:00:00,58.6,11.62,12,Operator changeover mid-shift.,8.0,0,0.975,0.1655
3745,27,15,17,2023-04-17,2023-04-17 06:00:00,2023-04-17 14:00:00,63.66,0.34,10,None,8.0,0,0.9792,0.0053
3746,15,15,22,2024-06-15,2024-06-15 06:00:00,2024-06-15 14:00:00,94.9,18.36,13,Material shortage caused brief stoppage.,8.0,0,0.9729,0.1621
3747,236,8,19,2025-05-10,2025-05-10 14:00:00,2025-05-10 22:00:00,74.68,1.05,64,None,8.0,1,0.8667,0.0139
3748,479,15,76,2025-07-12,2025-07-12 14:00:00,2025-07-12 22:00:00,62.09,1.74,0,Material shortage caused brief stoppage.,8.0,0,1.0,0.0273
3749,271,19,73,2024-07-20,2024-07-20 22:00:00,2024-07-21 06:00:00,68.94,5.91,195,Operator changeover mid-shift.,8.0,1,0.5938,0.079
3750,477,21,1,2024-12-02,2024-12-02 06:00:00,2024-12-02 14:00:00,54.25,1.54,12,None,8.0,0,0.975,0.0276
3751,274,24,1,2025-05-03,2025-05-03 22:00:00,2025-05-04 06:00:00,75.4,1.38,15,None,8.0,0,0.9688,0.018
3752,134,30,57,2025-04-11,2025-04-11 22:00:00,2025-04-12 06:00:00,142.39,4.17,17,Minor tooling adjustment required.,8.0,0,0.9646,0.0285
3753,180,33,55,2023-11-12,2023-11-12 14:00:00,2023-11-12 22:00:00,119.67,0.45,4,Operator changeover mid-shift.,8.0,0,0.9917,0.0037
3754,221,27,9,2023-07-29,2023-07-29 22:00:00,2023-07-30 06:00:00,49.64,2.81,3,Quality hold pending inspection.,8.0,0,0.9938,0.0536
3755,322,30,45,2023-01-12,2023-01-12 14:00:00,2023-01-12 22:00:00,98.78,2.74,162,None,8.0,1,0.6625,0.027
3756,488,11,33,2023-03-19,2023-03-19 14:00:00,2023-03-19 22:00:00,67.5,0.08,11,Minor tooling adjustment required.,8.0,0,0.9771,0.0012
3757,162,27,62,2024-12-04,2024-12-04 22:00:00,2024-12-05 06:00:00,29.88,0.42,15,None,8.0,0,0.9688,0.0139
3758,54,32,60,2025-09-05,2025-09-05 22:00:00,2025-09-06 06:00:00,145.33,1.6,14,Unscheduled machine downtime.,8.0,0,0.9708,0.0109
3759,475,28,80,2024-09-09,2024-09-09 22:00:00,2024-09-10 06:00:00,23.68,0.02,18,Unscheduled machine downtime.,8.0,0,0.9625,0.0008
3760,302,18,52,2025-05-28,2025-05-28 22:00:00,2025-05-29 06:00:00,72.3,2.0,123,Quality hold pending inspection.,8.0,1,0.7438,0.0269
3761,357,22,24,2024-12-18,2024-12-18 22:00:00,2024-12-19 06:00:00,51.31,0.54,16,None,8.0,0,0.9667,0.0104
3762,55,26,36,2024-09-02,2024-09-02 14:00:00,2024-09-02 22:00:00,61.12,0.3,220,Unscheduled machine downtime.,8.0,1,0.5417,0.0049
3763,420,30,12,2023-02-28,2023-02-28 06:00:00,2023-02-28 14:00:00,124.35,2.01,0,None,8.0,0,1.0,0.0159
3764,210,4,6,2025-02-09,2025-02-09 14:00:00,2025-02-09 22:00:00,42.82,0.46,17,None,8.0,0,0.9646,0.0106
3765,143,24,49,2025-01-17,2025-01-17 22:00:00,2025-01-18 06:00:00,40.61,0.3,7,Operator changeover mid-shift.,8.0,0,0.9854,0.0073
3766,260,5,9,2023-12-30,2023-12-30 14:00:00,2023-12-30 22:00:00,76.74,2.2,5,Material shortage caused brief stoppage.,8.0,0,0.9896,0.0279
3767,234,19,66,2025-07-05,2025-07-05 22:00:00,2025-07-06 06:00:00,125.02,2.34,6,Quality hold pending inspection.,8.0,0,0.9875,0.0184
3768,413,8,22,2025-07-29,2025-07-29 14:00:00,2025-07-29 22:00:00,11.84,0.0,181,Operator changeover mid-shift.,8.0,1,0.6229,0.0
3769,344,15,10,2024-09-13,2024-09-13 14:00:00,2024-09-13 22:00:00,22.65,0.45,19,Material shortage caused brief stoppage.,8.0,0,0.9604,0.0195
3770,354,1,5,2024-09-10,2024-09-10 06:00:00,2024-09-10 14:00:00,76.79,0.22,9,None,8.0,0,0.9812,0.0029
3771,120,31,28,2023-08-13,2023-08-13 14:00:00,2023-08-13 22:00:00,109.81,1.2,13,Operator changeover mid-shift.,8.0,0,0.9729,0.0108
3772,15,5,30,2024-06-12,2024-06-12 14:00:00,2024-06-12 22:00:00,5.74,0.11,7,Operator changeover mid-shift.,8.0,0,0.9854,0.0188
3773,146,12,32,2025-02-20,2025-02-20 22:00:00,2025-02-21 06:00:00,80.22,0.1,8,Operator changeover mid-shift.,8.0,0,0.9833,0.0012
3774,132,32,76,2023-07-26,2023-07-26 22:00:00,2023-07-27 06:00:00,129.42,2.69,83,Unscheduled machine downtime.,8.0,1,0.8271,0.0204
3775,42,5,22,2025-08-19,2025-08-19 14:00:00,2025-08-19 22:00:00,146.61,3.23,3,Unscheduled machine downtime.,8.0,0,0.9938,0.0216
3776,178,27,77,2023-09-26,2023-09-26 22:00:00,2023-09-27 06:00:00,91.39,0.09,3,None,8.0,0,0.9938,0.001
3777,467,34,30,2025-02-08,2025-02-08 06:00:00,2025-02-08 14:00:00,103.43,2.58,108,None,8.0,1,0.775,0.0243
3778,454,18,23,2024-12-23,2024-12-23 22:00:00,2024-12-24 06:00:00,46.42,8.08,3,Unscheduled machine downtime.,8.0,0,0.9938,0.1483
3779,197,7,72,2024-08-06,2024-08-06 14:00:00,2024-08-06 22:00:00,140.45,2.75,10,Minor tooling adjustment required.,8.0,0,0.9792,0.0192
3780,242,16,80,2025-07-02,2025-07-02 06:00:00,2025-07-02 14:00:00,61.24,0.52,2,None,8.0,0,0.9958,0.0084
3781,257,34,54,2025-01-30,2025-01-30 22:00:00,2025-01-31 06:00:00,69.02,0.59,17,None,8.0,0,0.9646,0.0085
3782,457,22,3,2023-09-24,2023-09-24 22:00:00,2023-09-25 06:00:00,107.19,3.03,16,Material shortage caused brief stoppage.,8.0,0,0.9667,0.0275
3783,269,31,40,2023-02-21,2023-02-21 22:00:00,2023-02-22 06:00:00,61.1,4.14,10,Minor tooling adjustment required.,8.0,0,0.9792,0.0635
3784,302,11,8,2025-04-29,2025-04-29 06:00:00,2025-04-29 14:00:00,36.87,5.12,6,None,8.0,0,0.9875,0.1219
3785,133,27,36,2024-12-02,2024-12-02 22:00:00,2024-12-03 06:00:00,62.32,0.6,2,Operator changeover mid-shift.,8.0,0,0.9958,0.0095
3786,193,19,10,2024-12-10,2024-12-10 14:00:00,2024-12-10 22:00:00,139.79,1.23,16,None,8.0,0,0.9667,0.0087
3787,437,19,28,2024-09-19,2024-09-19 14:00:00,2024-09-19 22:00:00,120.57,1.49,15,None,8.0,0,0.9688,0.0122
3788,494,8,39,2023-01-24,2023-01-24 22:00:00,2023-01-25 06:00:00,59.86,1.5,13,None,8.0,0,0.9729,0.0244
3789,230,7,47,2025-08-05,2025-08-05 22:00:00,2025-08-06 06:00:00,120.85,2.64,8,Quality hold pending inspection.,8.0,0,0.9833,0.0214
3790,141,26,34,2023-12-07,2023-12-07 22:00:00,2023-12-08 06:00:00,28.26,3.02,4,Quality hold pending inspection.,8.0,0,0.9917,0.0965
3791,85,26,11,2024-10-27,2024-10-27 14:00:00,2024-10-27 22:00:00,7.97,0.17,9,None,8.0,0,0.9812,0.0209
3792,236,32,2,2025-05-11,2025-05-11 14:00:00,2025-05-11 22:00:00,42.41,0.16,1,None,8.0,0,0.9979,0.0038
3793,433,17,8,2025-03-13,2025-03-13 22:00:00,2025-03-14 06:00:00,75.56,2.13,18,Material shortage caused brief stoppage.,8.0,0,0.9625,0.0274
3794,302,25,10,2025-05-30,2025-05-30 22:00:00,2025-05-31 06:00:00,11.02,0.08,17,None,8.0,0,0.9646,0.0072
3795,54,29,71,2025-09-21,2025-09-21 14:00:00,2025-09-21 22:00:00,68.47,1.96,4,None,8.0,0,0.9917,0.0278
3796,131,16,36,2025-10-10,2025-10-10 14:00:00,2025-10-10 22:00:00,30.29,0.86,171,Operator changeover mid-shift.,8.0,1,0.6438,0.0276
3797,42,12,33,2025-08-29,2025-08-29 22:00:00,2025-08-30 06:00:00,23.18,0.24,72,None,8.0,1,0.85,0.0102
3798,489,9,7,2023-05-18,2023-05-18 22:00:00,2023-05-19 06:00:00,101.57,0.67,102,None,8.0,1,0.7875,0.0066
3799,297,23,46,2025-12-06,2025-12-06 22:00:00,2025-12-07 06:00:00,17.58,0.33,67,Material shortage caused brief stoppage.,8.0,1,0.8604,0.0184
3800,416,30,23,2023-11-08,2023-11-08 06:00:00,2023-11-08 14:00:00,107.74,1.18,5,Operator changeover mid-shift.,8.0,0,0.9896,0.0108
3801,245,15,10,2024-05-26,2024-05-26 22:00:00,2024-05-27 06:00:00,6.16,0.67,13,None,8.0,0,0.9729,0.0981
3802,449,3,33,2025-03-31,2025-03-31 14:00:00,2025-03-31 22:00:00,118.82,11.98,6,Quality hold pending inspection.,8.0,0,0.9875,0.0916
3803,85,17,48,2024-10-17,2024-10-17 14:00:00,2024-10-17 22:00:00,125.35,0.13,1,Operator changeover mid-shift.,8.0,0,0.9979,0.001
3804,412,27,61,2024-11-30,2024-11-30 22:00:00,2024-12-01 06:00:00,44.3,0.64,216,None,8.0,1,0.55,0.0142
3805,159,2,80,2024-09-08,2024-09-08 06:00:00,2024-09-08 14:00:00,42.48,0.51,9,Operator changeover mid-shift.,8.0,0,0.9812,0.0119
3806,322,25,33,2023-01-16,2023-01-16 14:00:00,2023-01-16 22:00:00,62.26,1.85,9,Quality hold pending inspection.,8.0,0,0.9812,0.0289
3807,50,16,77,2024-10-04,2024-10-04 14:00:00,2024-10-04 22:00:00,47.72,1.02,179,Operator changeover mid-shift.,8.0,1,0.6271,0.0209
3808,212,3,1,2025-04-28,2025-04-28 22:00:00,2025-04-29 06:00:00,44.74,1.05,1,Operator changeover mid-shift.,8.0,0,0.9979,0.0229
3809,231,2,4,2024-12-07,2024-12-07 22:00:00,2024-12-08 06:00:00,108.25,13.06,17,None,8.0,0,0.9646,0.1077
3810,401,3,25,2025-12-14,2025-12-14 06:00:00,2025-12-14 14:00:00,107.5,12.61,237,Material shortage caused brief stoppage.,8.0,1,0.5062,0.105
3811,397,23,62,2024-03-10,2024-03-10 06:00:00,2024-03-10 14:00:00,73.04,4.95,11,Unscheduled machine downtime.,8.0,0,0.9771,0.0635
3812,492,6,75,2024-04-04,2024-04-04 22:00:00,2024-04-05 06:00:00,56.81,0.82,7,Minor tooling adjustment required.,8.0,0,0.9854,0.0142
3813,452,8,45,2023-03-02,2023-03-02 06:00:00,2023-03-02 14:00:00,120.78,11.44,14,Material shortage caused brief stoppage.,8.0,0,0.9708,0.0865
3814,393,11,53,2024-08-27,2024-08-27 14:00:00,2024-08-27 22:00:00,91.02,2.71,6,Unscheduled machine downtime.,8.0,0,0.9875,0.0289
3815,303,32,42,2023-12-15,2023-12-15 22:00:00,2023-12-16 06:00:00,127.5,2.47,14,Minor tooling adjustment required.,8.0,0,0.9708,0.019
3816,309,23,38,2023-07-08,2023-07-08 22:00:00,2023-07-09 06:00:00,91.6,1.16,5,Quality hold pending inspection.,8.0,0,0.9896,0.0125
3817,215,18,12,2024-07-08,2024-07-08 06:00:00,2024-07-08 14:00:00,48.42,0.89,9,Unscheduled machine downtime.,8.0,0,0.9812,0.018
3818,266,7,74,2025-08-06,2025-08-06 06:00:00,2025-08-06 14:00:00,86.17,1.38,12,Unscheduled machine downtime.,8.0,0,0.975,0.0158
3819,428,22,64,2025-11-29,2025-11-29 06:00:00,2025-11-29 14:00:00,57.45,0.88,19,None,8.0,0,0.9604,0.0151
3820,209,18,71,2024-06-06,2024-06-06 06:00:00,2024-06-06 14:00:00,92.07,0.15,19,None,8.0,0,0.9604,0.0016
3821,122,9,76,2025-04-06,2025-04-06 22:00:00,2025-04-07 06:00:00,30.15,0.11,10,Material shortage caused brief stoppage.,8.0,0,0.9792,0.0036
3822,457,34,62,2023-09-22,2023-09-22 22:00:00,2023-09-23 06:00:00,8.43,0.02,2,None,8.0,0,0.9958,0.0024
3823,454,5,16,2024-12-21,2024-12-21 14:00:00,2024-12-21 22:00:00,102.85,1.02,2,Material shortage caused brief stoppage.,8.0,0,0.9958,0.0098
3824,18,2,64,2023-06-03,2023-06-03 06:00:00,2023-06-03 14:00:00,56.68,4.83,130,Minor tooling adjustment required.,8.0,1,0.7292,0.0785
3825,61,24,22,2023-04-07,2023-04-07 14:00:00,2023-04-07 22:00:00,25.05,0.11,4,Operator changeover mid-shift.,8.0,0,0.9917,0.0044
3826,247,28,31,2025-09-06,2025-09-06 14:00:00,2025-09-06 22:00:00,5.05,0.9,16,None,8.0,0,0.9667,0.1513
3827,238,19,32,2025-03-27,2025-03-27 06:00:00,2025-03-27 14:00:00,52.47,1.46,1,Material shortage caused brief stoppage.,8.0,0,0.9979,0.0271
3828,365,26,17,2024-12-20,2024-12-20 06:00:00,2024-12-20 14:00:00,129.33,0.43,148,Operator changeover mid-shift.,8.0,1,0.6917,0.0033
3829,357,12,26,2024-11-30,2024-11-30 22:00:00,2024-12-01 06:00:00,5.91,0.15,99,None,8.0,1,0.7938,0.0248
3830,246,25,11,2023-02-08,2023-02-08 22:00:00,2023-02-09 06:00:00,41.99,0.28,6,None,8.0,0,0.9875,0.0066
3831,136,34,66,2024-11-17,2024-11-17 22:00:00,2024-11-18 06:00:00,34.87,2.61,16,None,8.0,0,0.9667,0.0696
3832,157,7,42,2023-09-20,2023-09-20 22:00:00,2023-09-21 06:00:00,25.43,0.43,4,Operator changeover mid-shift.,8.0,0,0.9917,0.0166
3833,143,13,79,2025-01-13,2025-01-13 14:00:00,2025-01-13 22:00:00,96.17,1.46,15,Operator changeover mid-shift.,8.0,0,0.9688,0.015
3834,314,7,45,2024-01-06,2024-01-06 14:00:00,2024-01-06 22:00:00,72.97,0.23,11,None,8.0,0,0.9771,0.0031
3835,343,16,14,2025-11-29,2025-11-29 06:00:00,2025-11-29 14:00:00,10.62,0.11,115,Material shortage caused brief stoppage.,8.0,1,0.7604,0.0103
3836,368,29,10,2024-11-20,2024-11-20 22:00:00,2024-11-21 06:00:00,139.08,0.14,12,Unscheduled machine downtime.,8.0,0,0.975,0.001
3837,171,25,24,2025-05-17,2025-05-17 14:00:00,2025-05-17 22:00:00,31.54,0.9,11,Minor tooling adjustment required.,8.0,0,0.9771,0.0277
3838,478,14,64,2024-03-10,2024-03-10 06:00:00,2024-03-10 14:00:00,116.45,1.22,13,None,8.0,0,0.9729,0.0104
